Surat,Ayat,Teks,processed_advanced
2,90,"Buruk sekali (perbuatan) mereka menjual dirinya dengan mengingkari apa yang diturunkan Allah karena dengki bahwa Allah menurunkan karunia-Nya kepada siapa yang Dia kehendaki di antara hamba-hamba-Nya. Oleh karena itu, mereka menanggung kemurkaan demi kemurkaan. Kepada orang-orang kafir (ditimpakan) azab yang menghinakan.",buruk sekali jual diri ingkar turun dengki turun karunia siapa hendak hamba hamba tanggung murka murka kafir azab hina
2,91,"Apabila dikatakan kepada mereka,  Berimanlah pada apa yang diturunkan Allah (Al-Qur'an),” mereka menjawab,  Kami beriman pada apa yang diturunkan kepada kami.” Mereka ingkar pada apa yang setelahnya, padahal (Al-Qur'an) itu adalah kebenaran yang membenarkan apa yang ada pada mereka. Katakanlah (Nabi Muhammad),  Mengapa kamu dahulu membunuh nabi-nabi Allah jika kamu orang-orang mukmin?”",apabila kata rim turun jawab iman turun ingkar telah padahal benar benar ada kata bunuh nabi nabi mukmin
2,92,"Sungguh, Musa benar-benar telah datang kepadamu dengan bukti-bukti kebenaran. Kemudian, kamu mengambil (patung) anak sapi (sebagai sembahan) setelah (kepergian)-nya dan kamu (menjadi) orang-orang zalim.",musa benar benar datang kepada bukti bukti benar ambil anak sapi zalim
2,93,"(Ingatlah) ketika Kami mengambil janjimu dan Kami angkat gunung (Sinai) di atasmu (seraya berfirman),  Pegang teguhlah apa yang Kami berikan kepadamu dan dengarkanlah!” Mereka menjawab,  Kami mendengarkannya, tetapi kami tidak menaatinya.” Diresapkanlah ke dalam hati mereka itu (kecintaan menyembah patung) anak sapi karena kekufuran mereka. Katakanlah,  Sangat buruk apa yang diperintahkan oleh keimananmu kepadamu jika kamu orang-orang mukmin!”",ambil janji angkat gunung atas pegang teguh ikan kepada dengar jawab dengar taat resap hati anak sapi kufur kata buruk perintah iman kepada mukmin
2,94,"Katakanlah (Nabi Muhammad),  Jika negeri akhirat di sisi Allah khusus untukmu, bukan untuk orang lain, mintalah kematian jika kamu orang-orang benar.”",kata negeri akhirat sisi khusus untuk minta mati benar
2,95,"Akan tetapi, mereka tidak akan menginginkan kematian itu sama sekali karena (dosa-dosa) yang telah dilakukan oleh tangan-tangan mereka. Allah Maha Mengetahui orang-orang zalim.",ingin mati sama sekali laku tangan tangan maha tahu zalim
2,96,"Engkau (Nabi Muhammad) sungguh-sungguh akan mendapati mereka (orang-orang Yahudi) sebagai manusia yang paling tamak akan kehidupan (dunia), bahkan (lebih tamak) daripada orang-orang musyrik. Tiap-tiap orang (dari) mereka ingin diberi umur seribu tahun, padahal umur panjang itu tidak akan menjauhkan mereka dari azab. Allah Maha Melihat apa yang mereka kerjakan.",dapat manusia paling tamak hidup bahkan musyrik tiap tiap ingin beri umur ribu tahun padahal umur panjang jauh azab maha lihat kerja
2,97,"Katakanlah (Nabi Muhammad),  Siapa yang menjadi musuh Jibril?” Padahal, dialah yang telah menurunkan (Al-Qur'an) ke dalam hatimu dengan izin Allah sebagai pembenaran terhadap apa (kitab-kitab) yang terdahulu, dan petunjuk serta berita gembira bagi orang-orang beriman.”",kata siapa musuh jibril padahal dia turun hati izin benar dahulu tunjuk berita gembira iman
2,98,"Siapa yang menjadi musuh Allah, malaikat-malaikat-Nya, rasul-rasul-Nya, Jibril, dan Mikail, sesungguhnya Allah adalah musuh orang-orang kafir.",siapa musuh malaikat malaikat rasul rasul jibril mikail musuh kafir
2,99,"Sungguh, Kami benar-benar telah menurunkan ayat-ayat yang jelas kepadamu (Nabi Muhammad), dan tidaklah ada yang mengingkarinya selain orang-orang fasik.",benar benar turun ayat ayat jelas kepada tidak ingkar fasik
2,100,"Mengapa setiap kali mereka mengikat janji, sekelompok mereka melanggarnya? Bahkan, sebagian besar mereka tidak beriman.",kali ikat janji kelompok langgar bahkan bagi besar iman
2,101,"Setelah datang kepada mereka Rasul (Nabi Muhammad) dari Allah yang membenarkan apa yang ada pada mereka, sebagian orang yang diberi Kitab (Taurat) melemparkan Kitab Allah itu ke belakang punggung (tidak menggubrisnya) seakan-akan mereka tidak tahu.",datang rasul benar ada bagi beri kitab lempar kitab belakang punggung akan tahu
2,102,"Mereka mengikuti apa yang dibaca oleh setan-setan pada masa Kerajaan Sulaiman. Sulaiman itu tidak kufur, tetapi setan-setan itulah yang kufur. Mereka mengajarkan sihir kepada manusia dan apa yang diturunkan kepada dua malaikat di negeri Babilonia, yaitu Harut dan Marut. Padahal, keduanya tidak mengajarkan sesuatu kepada seseorang sebelum mengatakan,  Sesungguhnya kami hanyalah fitnah (cobaan bagimu)) oleh sebab itu janganlah kufur!” Maka, mereka mempelajari dari keduanya (malaikat itu) apa yang (dapat) memisahkan antara seorang (suami) dan istrinya. Mereka tidak akan dapat mencelakakan seseorang dengan (sihir)-nya, kecuali dengan izin Allah. Mereka mempelajari sesuatu yang mencelakakan dan tidak memberi manfaat kepada mereka. Sungguh, mereka benar-benar sudah mengetahui bahwa siapa yang membeli (menggunakan sihir) itu niscaya tidak akan mendapat keuntungan di akhirat. Sungguh, buruk sekali perbuatan mereka yang menjual dirinya dengan sihir jika mereka mengetahui(-nya).",ikut baca setan setan masa raja sulaiman sulaiman kufur setan setan kufur ajar sihir manusia turun dua malaikat negeri babilonia harut marut padahal dua ajar orang hanya fitnah sebab jangan kufur ajar dua pisah orang istri dapat celaka orang izin ajar celaka beri manfaat benar benar tahu siapa beli niscaya dapat untung akhirat buruk sekali buat jual diri sihir tahu
2,103,"Seandainya mereka benar-benar beriman dan bertakwa, pahala dari Allah pasti lebih baik, seandainya mereka mengetahui(-nya).",anda benar benar iman takwa pahala baik anda tahu
2,104,"Wahai orang-orang yang beriman, janganlah kamu katakan,  Rā‘inā.” Akan tetapi, katakanlah,  Unẓurnā”) dan dengarkanlah. Orang-orang kafir akan mendapat azab yang pedih.",wahai iman jangan kata in kata un urn dengar kafir dapat azab pedih
2,105,"Orang-orang kafir dari golongan Ahlulkitab dan orang-orang musyrik tidak menginginkan diturunkannya kepadamu suatu kebaikan dari Tuhanmu. Akan tetapi, secara khusus Allah memberikan rahmat-Nya kepada orang yang Dia kehendaki. Allah pemilik karunia yang besar.",kafir golong ahlulkitab musyrik ingin turun kepada baik tuhan khusus beri rahmat hendak milik karunia besar
2,106,"Ayat yang Kami nasakh (batalkan) atau Kami jadikan (manusia) lupa padanya, pasti Kami ganti dengan yang lebih baik atau yang sebanding dengannya. Apakah engkau tidak mengetahui bahwa Allah Maha Kuasa atas segala sesuatu?",ayat nasakh jadi lupa pada ganti baik banding dengan tahu maha kuasa atas segala
2,107,Apakah engkau tidak mengetahui bahwa Allah memiliki kerajaan langit dan bumi? (Ketahuilah bahwa) tidak ada bagimu pelindung dan penolong selain Allah.,tahu raja langit bumi ada bagi lindung tolong
2,108,"Ataukah kamu menghendaki untuk meminta Rasulmu (Nabi Muhammad) seperti halnya Musa (pernah) diminta (Bani Israil) dahulu?) Siapa yang mengganti iman dengan kekufuran, sungguh, dia telah tersesat dari jalan yang lurus.",atau hendak minta rasul hal musa minta siapa ganti iman kufur sesat jalan lurus
2,109,"Banyak di antara Ahlulkitab menginginkan agar mereka dapat mengembalikan kamu setelah kamu beriman menjadi kafir kembali karena rasa dengki dalam diri mereka setelah kebenaran jelas bagi mereka. Maka, maafkanlah (biarkanlah) dan berlapang dadalah (berpalinglah dari mereka) sehingga Allah memberikan perintah-Nya. Sesungguhnya Allah Maha Kuasa atas segala sesuatu.",ahlulkitab ingin kembali iman kafir rasa dengki diri benar jelas maaf lapang dada beri perintah maha kuasa atas segala
2,110,Dirikanlah salat dan tunaikanlah zakat. Segala kebaikan yang kamu kerjakan untuk dirimu akan kamu dapatkan (pahalanya) di sisi Allah. Sesungguhnya Allah Maha Melihat apa yang kamu kerjakan.,diri salat tunai zakat segala baik kerja diri dapat sisi maha lihat kerja
2,111,"Mereka (Yahudi dan Nasrani) berkata,  Tidak akan masuk surga kecuali orang Yahudi atau Nasrani.”) Itu (hanya) angan-angan mereka. Katakanlah (Nabi Muhammad),  Tunjukkan bukti kebenaranmu jika kamu orang-orang yang benar.”",masuk surga yahudi nasrani angan angan kata tunjuk bukti benar benar
2,112,"Tidak demikian! Orang yang menyerahkan diri sepenuhnya kepada Allah serta berbuat ihsan, akan mendapat pahala di sisi Tuhannya, tidak ada rasa takut yang menimpa mereka, dan mereka pun tidak bersedih.",serah diri sepenuh buat ihsan dapat pahala sisi tuhan ada rasa takut timpa pun sedih
2,113,"Orang Yahudi berkata,  Orang Nasrani itu tidak menganut sesuatu (agama yang benar)” dan orang-orang Nasrani (juga) berkata,  Orang-orang Yahudi tidak menganut sesuatu (agama yang benar),” padahal mereka membaca Kitab. Demikian pula orang-orang yang tidak berilmu (musyrik Arab) berkata seperti ucapan mereka itu. Allah akan memberi putusan di antara mereka pada hari Kiamat tentang apa (agama) yang mereka perselisihkan.",yahudi nasrani anut nasrani yahudi anut padahal baca kitab pula beril ucap beri putus hari kiamat selisih
2,114,"Siapakah yang lebih zalim daripada orang yang melarang masjid-masjid Allah digunakan sebagai tempat berzikir di dalamnya dan berusaha merobohkannya? Mereka itu tidak pantas memasukinya, kecuali dengan rasa takut (kepada Allah). Mereka mendapat kehinaan di dunia dan mendapat azab yang berat di akhirat.",siapa zalim larang masjid masjid guna tempat zikir dalam usaha roboh pantas masuk rasa takut dapat hina dunia dapat azab berat akhirat
2,115,"Hanya milik Allah timur dan barat. Ke mana pun kamu menghadap, di sanalah wajah Allah.) Sesungguhnya Allah Maha Luas lagi Maha Mengetahui.",milik timur barat mana hadap sana wajah maha luas maha tahu
2,116,"Mereka berkata,  Allah mengangkat anak.” Maha Suci Allah, bahkan milik-Nyalah apa yang di langit dan di bumi. Semua tunduk kepada-Nya.",angkat anak maha suci bahkan milik nyalah langit bumi tunduk
2,117,"(Allah) pencipta langit dan bumi. Apabila Dia hendak menetapkan sesuatu, Dia hanya berkata kepadanya,  Jadilah!” Maka, jadilah sesuatu itu.",cipta langit bumi apabila hendak tetap kepada jadi jadi
2,118,"Orang-orang yang tidak mengetahui berkata,  Mengapa Allah tidak berbicara dengan kita atau datang tanda-tanda (kekuasaan-Nya) kepada kita?” Demikian pula orang-orang yang sebelum mereka telah berkata seperti ucapan mereka itu. Hati mereka serupa. Sungguh, telah Kami jelaskan tanda-tanda (kekuasaan Kami) kepada kaum yang yakin.",tahu bicara datang tanda tanda pula ucap hati rupa jelas tanda tanda kaum yakin
2,119,Sesungguhnya Kami telah mengutusmu (Nabi Muhammad) dengan hak sebagai pembawa berita gembira dan pemberi peringatan. Engkau tidak akan dimintai (pertanggungjawaban) tentang penghuni-penghuni neraka.,utus hak bawa berita gembira beri ingat minta huni huni neraka
2,120,"Orang-orang Yahudi dan Nasrani tidak akan pernah rela kepadamu (Nabi Muhammad) sehingga engkau mengikuti agama mereka. Katakanlah,  Sesungguhnya petunjuk Allah itulah petunjuk (yang sebenarnya).” Sungguh, jika engkau mengikuti hawa nafsu mereka setelah ilmu (kebenaran) sampai kepadamu, tidak ada bagimu pelindung dan penolong dari (azab) Allah.",yahudi nasrani pernah rela kepada ikut agama kata tunjuk tunjuk ikut hawa nafsu ilmu kepada ada bagi lindung tolong
2,121,"Orang-orang yang telah Kami beri kitab suci, mereka membacanya sebagaimana mestinya, itulah orang-orang yang beriman padanya. Siapa yang ingkar padanya, merekalah orang-orang yang rugi.",beri kitab suci baca bagaimana mesti iman pada siapa ingkar pada mereka rugi
2,122,"Wahai Bani Israil, ingatlah nikmat-Ku yang telah Aku anugerahkan kepadamu dan sesungguhnya Aku telah melebihkan kamu daripada semua umat di alam ini (pada masa itu).",wahai bani israil ingat nikmat anugerah kepada lebih umat alam
2,123,"Takutlah kamu pada hari (ketika) tidak seorang pun dapat menggantikan (membela) orang lain sedikit pun, tebusannya tidak diterima, syafaat tidak berguna baginya, dan mereka tidak akan ditolong.",takut hari orang dapat ganti sedikit tebus terima syafaat guna bagi tolong
2,124,"(Ingatlah) ketika Ibrahim diuji Tuhannya dengan beberapa kalimat, lalu dia melaksanakannya dengan sempurna. Dia (Allah) berfirman,  Sesungguhnya Aku menjadikan engkau sebagai pemimpin bagi seluruh manusia.” Dia (Ibrahim) berkata,  (Aku mohon juga) dari sebagian keturunanku.” Allah berfirman,  (Doamu Aku kabulkan, tetapi) janji-Ku tidak berlaku bagi orang-orang zalim.”",ibrahim uji tuhan kalimat laksana sempurna jadi pimpin seluruh manusia bagi turun janji laku zalim
2,125,"(Ingatlah) ketika Kami menjadikan rumah itu (Ka‘bah) tempat berkumpul dan tempat yang aman bagi manusia. (Ingatlah ketika Aku katakan,)  Jadikanlah sebagian Maqam Ibrahim) sebagai tempat salat.” (Ingatlah ketika) Kami wasiatkan kepada Ibrahim dan Ismail,  Bersihkanlah rumah-Ku untuk orang-orang yang tawaf, yang iktikaf, serta yang rukuk dan sujud (salat)!”",jadi rumah tempat kumpul tempat aman manusia jadi bagi maqam ibrahim tempat salat wasiat ibrahim ismail sih rumah tawaf iktikaf rukuk sujud
2,126,"(Ingatlah) ketika Ibrahim berdoa,  Ya Tuhanku, jadikanlah (negeri Makkah) ini negeri yang aman dan berilah rezeki berupa buah-buahan (hasil tanaman, tumbuhan yang bisa dimakan) kepada penduduknya, yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir.” Dia (Allah) berfirman,  Siapa yang kufur akan Aku beri kesenangan sementara, kemudian akan Aku paksa dia ke dalam azab neraka. Itulah seburuk-buruk tempat kembali.”",ibrahim doa tuhan jadi negeri aman ilah rezeki upa buah buah duduk iman hari akhir siapa kufur beri senang paksa azab neraka buruk buruk tempat
2,127,"(Ingatlah) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail (seraya berdoa),  Ya Tuhan kami, terimalah (amal) dari kami. Sesungguhnya Engkaulah Yang Maha Mendengar lagi Maha Mengetahui.",ibrahim tinggi fondasi baitullah sama ismail terima engkau maha dengar maha tahu
2,128,"Ya Tuhan kami, jadikanlah kami berdua orang yang berserah diri kepada-Mu, (jadikanlah) dari keturunan kami umat yang berserah diri kepada-Mu, tunjukkanlah kepada kami cara-cara melakukan manasik (rangkaian ibadah) haji, dan terimalah tobat kami. Sesungguhnya Engkaulah Yang Maha Penerima Tobat lagi Maha Penyayang.",jadi dua serah diri turun umat serah diri tunjuk cara cara laku manasik haji terima tobat engkau maha terima tobat maha sayang
2,129,"Ya Tuhan kami, utuslah di antara mereka seorang rasul dari kalangan mereka, yang membacakan kepada mereka ayat-ayat-Mu, mengajarkan kitab suci dan hikmah (sunah)) kepada mereka, dan menyucikan mereka. Sesungguhnya Engkaulah Yang Maha Perkasa lagi Maha Bijaksana.”",utus orang rasul kalang baca ayat ayat ajar kitab suci hikmah suci engkau maha perkasa maha bijaksana
2,130,Siapa yang membenci agama Ibrahim selain orang yang memperbodoh dirinya sendiri? Kami benar-benar telah memilihnya (Ibrahim) di dunia ini dan sesungguhnya di akhirat dia termasuk orang-orang saleh.,siapa benci agama ibrahim bodoh diri sendiri benar benar pilih dunia akhirat masuk saleh
2,131,"(Ingatlah) ketika Tuhan berfirman kepadanya (Ibrahim),  Berserahdirilah!” Dia menjawab,  Aku berserah diri kepada Tuhan seluruh alam.”",kepada berserahdirilah jawab serah diri seluruh alam
2,132,"Ibrahim mewasiatkan (ucapan) itu kepada anak-anaknya dan demikian pula Ya‘qub,  Wahai anak-anakku, sesungguhnya Allah telah memilih agama ini untukmu. Janganlah kamu mati kecuali dalam keadaan muslim.”",ibrahim wasiat anak anak qub wahai anak anak pilih agama untuk jangan mati ada muslim
2,133,"Apakah kamu (hadir) menjadi saksi menjelang kematian Ya‘qub ketika dia berkata kepada anak-anaknya,  Apa yang kamu sembah sepeninggalku?” Mereka menjawab,  Kami akan menyembah Tuhanmu dan Tuhan nenek moyangmu: Ibrahim, Ismail, dan Ishaq, (yaitu) Tuhan Yang Maha Esa dan (hanya) kepada-Nya kami berserah diri.”",saksi jelang mati qub anak anak sembah tinggal jawab sembah tuhan nenek moyang ibrahim ismail ishaq maha esa serah diri
2,134,Itulah umat yang telah lalu. Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu usahakan. Kamu tidak akan diminta pertanggungjawaban tentang apa yang telah mereka kerjakan.,umat bagi usaha bagi usaha minta pertanggungjawaban kerja
2,135,"Mereka berkata,  Jadilah kamu (penganut) Yahudi atau Nasrani, niscaya kamu mendapat petunjuk.” Katakanlah,  (Tidak.) Akan tetapi, (kami mengikuti) agama Ibrahim yang lurus dan dia tidak termasuk orang-orang musyrik.”",jadi yahudi nasrani niscaya dapat tunjuk kata agama ibrahim lurus masuk musyrik
2,136,"Katakanlah (wahai orang-orang yang beriman),  Kami beriman kepada Allah, pada apa yang diturunkan kepada kami, pada apa yang diturunkan kepada Ibrahim, Ismail, Ishaq, Ya‘qub dan keturunannya, pada apa yang diberikan kepada Musa dan Isa, serta pada apa yang diberikan kepada nabi-nabi dari Tuhan mereka. Kami tidak membeda-bedakan seorang pun di antara mereka dan (hanya) kepada-Nya kami berserah diri.”",kata iman turun turun ibrahim ismail ishaq qub turun beri musa isa beri nabi nabi beda beda orang serah diri
2,137,"Jika mereka telah mengimani apa yang kamu imani, sungguh mereka telah mendapat petunjuk. Akan tetapi, jika mereka berpaling, sesungguhnya mereka berada dalam permusuhan (denganmu). Maka, Allah akan mencukupkanmu (dengan pelindungan-Nya) dari (kejahatan) mereka. Dia Maha Mendengar lagi Maha Mengetahui.",imani imani dapat tunjuk paling ada musuh cukup maha dengar maha tahu
